epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
98,361.39,0.69741,1.05058,0.64675,0.9867,0.80848,0.89732,0.86333,0.68805,0.80224,0.78882,0.77781,0.51521,0.73532,1.68976,0.86052,0.99274,9.10876e-05,9.10876e-05,9.10876e-05
99,365.106,0.67449,1.0454,0.66811,0.97512,0.8185,0.8884,0.87495,0.6941,0.77026,0.82759,0.79417,0.52073,0.73536,1.64481,0.83636,0.98489,9.09088e-05,9.09088e-05,9.09088e-05
100,368.766,0.70809,1.04436,0.63423,1.00901,0.83131,0.87665,0.8736,0.69067,0.82067,0.78883,0.78937,0.52251,0.75006,1.62859,0.83322,0.99286,9.07284e-05,9.07284e-05,9.07284e-05
101,372.44,0.70365,1.1734,0.64998,1.00109,0.81221,0.8815,0.87177,0.68033,0.78879,0.82176,0.80592,0.51859,0.77022,1.62874,0.83788,1.00383,9.05463e-05,9.05463e-05,9.05463e-05
102,376.107,0.66986,1.01076,0.64508,0.98709,0.82607,0.87726,0.87806,0.69174,0.8385,0.79724,0.8098,0.5317,0.74752,1.6263,0.81758,0.99364,9.03627e-05,9.03627e-05,9.03627e-05
103,379.586,0.74114,1.22215,0.67044,1.00543,0.85647,0.8761,0.88134,0.70534,0.80481,0.81034,0.79599,0.53254,0.73929,1.63058,0.82057,0.98774,9.01776e-05,9.01776e-05,9.01776e-05
104,383.229,0.69844,1.02252,0.64569,0.99314,0.83216,0.87068,0.88254,0.70714,0.81444,0.81162,0.80285,0.52992,0.74523,1.60959,0.83148,0.9874,8.99908e-05,8.99908e-05,8.99908e-05
105,386.95,0.69958,1.07506,0.63629,0.97844,0.84812,0.83922,0.88662,0.72442,0.81114,0.79304,0.81515,0.54179,0.73075,1.58431,0.81612,0.98086,8.98025e-05,8.98025e-05,8.98025e-05
106,390.373,0.713,1.12169,0.64516,0.99346,0.85455,0.85184,0.88956,0.71916,0.81744,0.82196,0.83117,0.5463,0.74367,1.5857,0.82429,0.98624,8.96127e-05,8.96127e-05,8.96127e-05
107,394.055,0.66094,0.99498,0.63777,0.96718,0.86122,0.87913,0.89401,0.71966,0.83616,0.84897,0.83675,0.55887,0.73357,1.5839,0.79933,0.98075,8.94213e-05,8.94213e-05,8.94213e-05
108,397.954,0.64726,0.96239,0.62652,0.9742,0.85307,0.87863,0.88939,0.70671,0.85474,0.84868,0.84601,0.54712,0.72397,1.59163,0.78302,0.97916,8.92283e-05,8.92283e-05,8.92283e-05
109,401.493,0.68457,0.98362,0.64432,0.97189,0.85638,0.88617,0.89979,0.71524,0.82501,0.85892,0.8463,0.55468,0.71639,1.59287,0.76766,0.97352,8.90339e-05,8.90339e-05,8.90339e-05
110,405.239,0.67271,1.01575,0.63557,0.979,0.85606,0.89943,0.89415,0.71385,0.82062,0.83515,0.82264,0.55409,0.73443,1.57121,0.78663,0.98068,8.88379e-05,8.88379e-05,8.88379e-05
111,408.787,0.6652,1.03501,0.62392,0.97552,0.82259,0.91819,0.88627,0.70388,0.77739,0.86676,0.81406,0.53521,0.75572,1.60753,0.81215,0.99214,8.86404e-05,8.86404e-05,8.86404e-05
112,412.348,0.72623,1.19868,0.66266,0.99743,0.8441,0.89457,0.90102,0.71279,0.7898,0.82423,0.8012,0.53682,0.74485,1.6756,0.79285,0.98834,8.84414e-05,8.84414e-05,8.84414e-05
113,416.065,0.66361,0.97236,0.61767,0.95755,0.87294,0.86974,0.89228,0.71082,0.81805,0.80699,0.8115,0.54127,0.73698,1.68157,0.80085,0.9882,8.82409e-05,8.82409e-05,8.82409e-05
114,419.611,0.66301,1.00266,0.60783,0.97097,0.88778,0.88442,0.88764,0.71108,0.83105,0.83349,0.80966,0.53963,0.72424,1.63936,0.81546,0.98629,8.80389e-05,8.80389e-05,8.80389e-05
115,423.29,0.67255,1.09636,0.62515,0.97598,0.83858,0.91382,0.88604,0.68929,0.77931,0.85374,0.80032,0.53533,0.76411,1.60079,0.82993,0.99853,8.78354e-05,8.78354e-05,8.78354e-05
116,426.853,0.73746,1.09645,0.643,0.98565,0.82375,0.92722,0.88919,0.68647,0.76206,0.86359,0.80074,0.53374,0.78052,1.56288,0.83789,1.00857,8.76305e-05,8.76305e-05,8.76305e-05
117,430.472,0.65125,0.92834,0.60014,0.97681,0.84872,0.87382,0.88558,0.70298,0.79769,0.80726,0.79023,0.52752,0.75337,1.53142,0.85054,1.00424,8.74241e-05,8.74241e-05,8.74241e-05
118,434.022,0.68554,1.06515,0.60621,0.97888,0.83145,0.88934,0.88416,0.70247,0.81121,0.81573,0.81331,0.531,0.76259,1.5305,0.85221,1.00218,8.72162e-05,8.72162e-05,8.72162e-05
119,437.523,0.67829,1.06079,0.63918,0.98457,0.833,0.8983,0.87973,0.69477,0.81006,0.84052,0.81444,0.53259,0.75613,1.55351,0.8379,0.99673,8.70069e-05,8.70069e-05,8.70069e-05
120,441.092,0.65501,1.09086,0.62063,0.96552,0.83309,0.90934,0.87698,0.68516,0.8016,0.85102,0.81852,0.53039,0.76429,1.59359,0.84429,1.00448,8.67961e-05,8.67961e-05,8.67961e-05
121,444.782,0.67343,1.01404,0.6281,0.97908,0.83968,0.91108,0.87959,0.69194,0.80511,0.84163,0.8087,0.52099,0.76102,1.61534,0.84182,1.00753,8.65839e-05,8.65839e-05,8.65839e-05
122,448.44,0.66743,1.12477,0.63124,0.98368,0.82933,0.8975,0.87078,0.69156,0.76534,0.87223,0.7937,0.5183,0.75505,1.60844,0.82281,1.0045,8.63703e-05,8.63703e-05,8.63703e-05
123,451.884,0.68456,1.03627,0.6201,0.9781,0.79945,0.92725,0.87435,0.69405,0.8207,0.80544,0.79443,0.5227,0.75234,1.60052,0.80478,1.00897,8.61553e-05,8.61553e-05,8.61553e-05
124,455.606,0.6434,1.07897,0.62136,0.97292,0.81337,0.90919,0.87894,0.69937,0.77205,0.84119,0.7916,0.51477,0.74538,1.65229,0.79936,1.01077,8.59389e-05,8.59389e-05,8.59389e-05
125,459.259,0.63094,0.99442,0.59078,0.96115,0.81472,0.93056,0.88096,0.70065,0.75768,0.87037,0.80209,0.51833,0.72847,1.65064,0.80943,1.00747,8.5721e-05,8.5721e-05,8.5721e-05
126,462.699,0.66178,1.01419,0.60389,0.96973,0.83124,0.91017,0.88318,0.70623,0.77576,0.85802,0.8103,0.52363,0.74204,1.62911,0.82784,1.01256,8.55018e-05,8.55018e-05,8.55018e-05
127,466.385,0.70019,0.99026,0.60158,0.97884,0.88565,0.85804,0.87744,0.69669,0.82829,0.80683,0.80516,0.51839,0.74144,1.64079,0.8266,1.00936,8.52812e-05,8.52812e-05,8.52812e-05
128,470.01,0.67303,1.0754,0.60797,0.97785,0.82264,0.89209,0.87809,0.69588,0.85059,0.80109,0.82265,0.52819,0.74372,1.65021,0.82565,1.00341,8.50592e-05,8.50592e-05,8.50592e-05
129,473.539,0.66444,0.91366,0.59537,0.96953,0.80144,0.91621,0.88708,0.70483,0.8123,0.82607,0.82893,0.52691,0.74177,1.68182,0.79985,0.99589,8.48358e-05,8.48358e-05,8.48358e-05
130,477.127,0.6253,0.95157,0.59708,0.95864,0.82463,0.88777,0.89006,0.70413,0.79209,0.85536,0.83446,0.53169,0.73317,1.68848,0.78264,0.98694,8.46111e-05,8.46111e-05,8.46111e-05
131,480.738,0.63404,0.92723,0.5867,0.96172,0.83303,0.90629,0.89227,0.71453,0.80119,0.86925,0.83918,0.5381,0.71819,1.65521,0.7731,0.97786,8.43851e-05,8.43851e-05,8.43851e-05
132,484.295,0.64115,0.94984,0.58832,0.96071,0.84879,0.89594,0.88614,0.7178,0.81474,0.86483,0.83622,0.53481,0.70853,1.61908,0.77678,0.97584,8.41577e-05,8.41577e-05,8.41577e-05
133,487.999,0.67485,1.05644,0.60089,0.97627,0.84718,0.88957,0.8793,0.70846,0.83061,0.83217,0.80742,0.52851,0.71278,1.61838,0.78774,0.97729,8.3929e-05,8.3929e-05,8.3929e-05
134,491.51,0.68105,1.00975,0.58993,0.96309,0.82217,0.90608,0.86493,0.69054,0.7814,0.83576,0.77477,0.51893,0.70835,1.61263,0.78763,0.97924,8.36989e-05,8.36989e-05,8.36989e-05
135,495.219,0.63719,0.90564,0.57674,0.95367,0.79858,0.90942,0.85686,0.69034,0.77194,0.81425,0.76218,0.51922,0.69678,1.63644,0.81176,0.97235,8.34676e-05,8.34676e-05,8.34676e-05
136,498.825,0.66234,1.00637,0.59367,0.97102,0.782,0.89798,0.85268,0.68517,0.75056,0.83333,0.76808,0.51891,0.71459,1.65515,0.82217,0.97277,8.32349e-05,8.32349e-05,8.32349e-05
137,502.331,0.66181,0.94676,0.60027,0.99217,0.81066,0.8894,0.87459,0.69848,0.81252,0.82296,0.79871,0.53068,0.71443,1.67269,0.79826,0.97278,8.3001e-05,8.3001e-05,8.3001e-05
138,506.046,0.67552,1.00151,0.60626,0.98693,0.84609,0.87274,0.8753,0.68337,0.81958,0.84969,0.818,0.52035,0.7278,1.72819,0.79445,0.98208,8.27658e-05,8.27658e-05,8.27658e-05
139,509.562,0.62686,0.93102,0.58498,0.94713,0.855,0.89711,0.87921,0.70017,0.78716,0.82759,0.78479,0.51312,0.71526,1.74832,0.78935,0.98243,8.25293e-05,8.25293e-05,8.25293e-05
140,513.015,0.65494,1.05719,0.59449,0.99587,0.83517,0.92018,0.88235,0.71049,0.77936,0.83619,0.78727,0.51614,0.73445,1.74984,0.7893,0.9939,8.22915e-05,8.22915e-05,8.22915e-05
141,516.649,0.70625,1.06477,0.61619,0.99677,0.85755,0.90396,0.87878,0.70638,0.80043,0.8484,0.79754,0.5216,0.73917,1.75119,0.78025,1.00321,8.20525e-05,8.20525e-05,8.20525e-05
142,520.368,0.63317,0.90655,0.56566,0.97527,0.86637,0.91098,0.87048,0.68596,0.81442,0.8589,0.79723,0.50998,0.7422,1.76865,0.78413,1.00609,8.18122e-05,8.18122e-05,8.18122e-05
143,523.998,0.67766,1.04295,0.58165,0.9806,0.84957,0.90278,0.86342,0.68391,0.81568,0.8576,0.79328,0.5063,0.70859,1.77225,0.77976,0.99454,8.15707e-05,8.15707e-05,8.15707e-05
144,527.485,0.63753,0.94767,0.5781,0.95448,0.86753,0.86925,0.86718,0.69534,0.83007,0.82702,0.79402,0.52989,0.69711,1.71318,0.78578,0.97889,8.1328e-05,8.1328e-05,8.1328e-05
145,531.05,0.61462,0.91896,0.568,0.94448,0.85662,0.88026,0.86723,0.69915,0.82504,0.85073,0.79339,0.5335,0.70517,1.61673,0.78486,0.97528,8.10841e-05,8.10841e-05,8.10841e-05
146,534.707,0.63205,0.96451,0.57307,0.96953,0.84795,0.89703,0.87889,0.70035,0.77643,0.82759,0.76514,0.5258,0.72363,1.60008,0.78479,0.98618,8.08389e-05,8.08389e-05,8.08389e-05
147,538.756,0.66207,0.97793,0.57674,0.96301,0.8473,0.88022,0.88633,0.70596,0.78217,0.80996,0.77535,0.53385,0.72143,1.61129,0.7782,0.99033,8.05925e-05,8.05925e-05,8.05925e-05
148,542.313,0.6444,0.89677,0.57456,0.95667,0.83997,0.89909,0.8816,0.71845,0.81157,0.83002,0.80238,0.54248,0.70244,1.63112,0.76315,0.97972,8.0345e-05,8.0345e-05,8.0345e-05
149,546.006,0.63803,0.99595,0.57656,0.97115,0.83106,0.87851,0.87166,0.70485,0.81149,0.84148,0.79468,0.5372,0.69232,1.63923,0.77909,0.9698,8.00963e-05,8.00963e-05,8.00963e-05
150,549.501,0.61006,0.89599,0.53726,0.95257,0.8257,0.86609,0.85888,0.69551,0.80866,0.81931,0.78281,0.52903,0.70735,1.64954,0.80106,0.97422,7.98464e-05,7.98464e-05,7.98464e-05
151,553.163,0.62017,0.94177,0.58053,0.96538,0.82315,0.87628,0.8547,0.6833,0.80768,0.80712,0.78101,0.52176,0.72248,1.66961,0.81907,0.98038,7.95954e-05,7.95954e-05,7.95954e-05
152,556.795,0.62049,0.90375,0.56431,0.972,0.83822,0.86079,0.86118,0.68627,0.76526,0.78831,0.74531,0.50941,0.72325,1.71854,0.80122,0.97682,7.93432e-05,7.93432e-05,7.93432e-05
153,560.371,0.65618,0.98912,0.55844,0.95909,0.84467,0.84392,0.86109,0.69247,0.81392,0.8022,0.78692,0.52038,0.70662,1.73849,0.78592,0.97301,7.90898e-05,7.90898e-05,7.90898e-05
154,563.908,0.6156,0.96724,0.55995,0.96062,0.83318,0.8792,0.86903,0.70575,0.80559,0.80311,0.79467,0.52567,0.69166,1.74641,0.77505,0.9609,7.88354e-05,7.88354e-05,7.88354e-05
155,567.548,0.65452,1.00971,0.57951,0.983,0.83539,0.90629,0.87435,0.70654,0.81073,0.83573,0.80233,0.5364,0.70231,1.75793,0.77748,0.96204,7.85798e-05,7.85798e-05,7.85798e-05
156,571.132,0.64293,0.95427,0.58479,0.96067,0.84175,0.90896,0.87857,0.7037,0.82869,0.84706,0.81221,0.55452,0.71401,1.71167,0.76829,0.96473,7.83231e-05,7.83231e-05,7.83231e-05
157,574.603,0.66369,1.07136,0.56948,0.97959,0.8558,0.91443,0.88576,0.70441,0.82807,0.82503,0.79859,0.55384,0.70775,1.67786,0.76346,0.96873,7.80653e-05,7.80653e-05,7.80653e-05
158,578.305,0.66791,0.93414,0.57437,0.9694,0.86403,0.89611,0.87599,0.70205,0.81085,0.83395,0.79406,0.54334,0.7022,1.66156,0.775,0.96828,7.78065e-05,7.78065e-05,7.78065e-05
159,581.783,0.59459,0.9436,0.55968,0.95466,0.84948,0.88969,0.8724,0.70033,0.80978,0.82086,0.79374,0.53696,0.7069,1.64962,0.7949,0.96976,7.75465e-05,7.75465e-05,7.75465e-05
160,585.56,0.62547,0.90538,0.56293,0.97138,0.83054,0.87452,0.87218,0.69708,0.79504,0.83573,0.79797,0.53155,0.70299,1.65308,0.80047,0.96716,7.72855e-05,7.72855e-05,7.72855e-05
161,589.036,0.61623,0.96624,0.56611,0.96146,0.87604,0.85694,0.8768,0.70566,0.83151,0.8191,0.80902,0.54503,0.70303,1.62534,0.79211,0.96828,7.70234e-05,7.70234e-05,7.70234e-05
162,592.57,0.63486,0.94841,0.55345,0.97443,0.86157,0.89017,0.88355,0.70167,0.83282,0.82535,0.81424,0.54437,0.71523,1.5966,0.77865,0.9726,7.67603e-05,7.67603e-05,7.67603e-05
163,596.188,0.66238,0.95008,0.5681,0.95487,0.85147,0.90414,0.89666,0.71372,0.82434,0.79183,0.80303,0.54516,0.71133,1.59928,0.76086,0.97427,7.64961e-05,7.64961e-05,7.64961e-05
164,599.778,0.60931,0.92805,0.52612,0.96665,0.84491,0.90289,0.89844,0.7178,0.77264,0.84392,0.81041,0.53681,0.72113,1.64938,0.75698,0.97846,7.6231e-05,7.6231e-05,7.6231e-05
165,603.38,0.61151,0.93311,0.55837,0.95648,0.85168,0.88123,0.89237,0.71107,0.76226,0.82677,0.80342,0.53059,0.72353,1.68234,0.75593,0.98239,7.59648e-05,7.59648e-05,7.59648e-05
166,606.98,0.61899,0.93242,0.57586,0.95636,0.85171,0.89017,0.89206,0.71475,0.78674,0.81163,0.80162,0.52973,0.72464,1.68294,0.75833,0.98532,7.56976e-05,7.56976e-05,7.56976e-05
167,610.478,0.63906,0.95111,0.5745,0.97135,0.83652,0.90881,0.88611,0.71159,0.77928,0.86229,0.82086,0.54066,0.71684,1.6522,0.75612,0.97772,7.54293e-05,7.54293e-05,7.54293e-05
168,614.208,0.63101,0.95166,0.53967,0.96086,0.83974,0.92142,0.89658,0.72571,0.81028,0.84718,0.83864,0.55062,0.71518,1.62646,0.7514,0.97449,7.51602e-05,7.51602e-05,7.51602e-05
169,617.764,0.62746,0.91924,0.54428,0.95214,0.83338,0.90313,0.90068,0.72842,0.82775,0.81745,0.83523,0.55313,0.73242,1.63485,0.75383,0.9789,7.489e-05,7.489e-05,7.489e-05
170,621.366,0.58583,0.81577,0.54387,0.95695,0.85798,0.89256,0.90589,0.72392,0.82793,0.83614,0.84013,0.54952,0.75974,1.64429,0.76917,0.98885,7.46189e-05,7.46189e-05,7.46189e-05
171,624.979,0.63118,1.02471,0.55993,0.96726,0.86156,0.89224,0.89537,0.71586,0.81151,0.84461,0.83528,0.5485,0.76132,1.64932,0.79187,0.99329,7.43468e-05,7.43468e-05,7.43468e-05
172,628.55,0.64247,0.93267,0.57376,0.97389,0.87476,0.90561,0.89943,0.72727,0.81498,0.84508,0.82637,0.5526,0.73126,1.63243,0.77264,0.98077,7.40738e-05,7.40738e-05,7.40738e-05
173,632.107,0.599,0.89949,0.55264,0.96447,0.86449,0.90757,0.89652,0.73673,0.80878,0.85201,0.81572,0.54838,0.70487,1.64422,0.74802,0.97326,7.37998e-05,7.37998e-05,7.37998e-05
174,635.69,0.63025,1.01451,0.56029,0.97092,0.86988,0.90868,0.89695,0.73636,0.83286,0.84387,0.83706,0.55584,0.70251,1.63693,0.75284,0.97579,7.3525e-05,7.3525e-05,7.3525e-05
175,639.301,0.63837,0.97454,0.54782,0.98032,0.87903,0.89017,0.89658,0.72534,0.84882,0.85969,0.84679,0.54949,0.71075,1.63916,0.75933,0.97945,7.32492e-05,7.32492e-05,7.32492e-05
176,642.819,0.59146,0.87357,0.5376,0.94996,0.86893,0.88887,0.88951,0.71928,0.83255,0.8485,0.82554,0.54316,0.72065,1.64762,0.76051,0.98034,7.29725e-05,7.29725e-05,7.29725e-05
177,646.449,0.6154,0.87428,0.53337,0.95056,0.84617,0.90721,0.88621,0.72015,0.82358,0.86875,0.83206,0.54164,0.73369,1.67722,0.78042,0.9853,7.2695e-05,7.2695e-05,7.2695e-05
178,650.071,0.61512,0.90222,0.54943,0.95022,0.85367,0.91911,0.88835,0.72069,0.81883,0.87187,0.81912,0.54374,0.72885,1.66813,0.78991,0.9798,7.24165e-05,7.24165e-05,7.24165e-05
179,653.563,0.59889,0.92247,0.52546,0.94827,0.86047,0.9322,0.88366,0.7124,0.81228,0.88274,0.81807,0.54618,0.72288,1.64608,0.78583,0.97845,7.21372e-05,7.21372e-05,7.21372e-05
180,657.244,0.59069,0.93651,0.53644,0.95563,0.84513,0.91906,0.88702,0.72204,0.84438,0.83821,0.81582,0.54092,0.69736,1.62939,0.78582,0.9715,7.18571e-05,7.18571e-05,7.18571e-05
181,660.755,0.65834,0.98658,0.55847,0.9594,0.85375,0.91443,0.88916,0.72259,0.82435,0.82647,0.8037,0.54127,0.69204,1.64738,0.78756,0.97304,7.15761e-05,7.15761e-05,7.15761e-05
182,664.45,0.63607,0.96912,0.55627,0.96066,0.84578,0.91443,0.88653,0.71867,0.77766,0.85888,0.80492,0.53725,0.70389,1.66212,0.78561,0.97628,7.12942e-05,7.12942e-05,7.12942e-05
183,668.004,0.54622,0.85286,0.52649,0.93745,0.84914,0.91443,0.88752,0.72063,0.78209,0.86814,0.8083,0.53677,0.71122,1.66068,0.76385,0.9738,7.10116e-05,7.10116e-05,7.10116e-05
184,671.67,0.60224,1.01051,0.5464,0.95796,0.85306,0.91331,0.88446,0.71176,0.772,0.83698,0.78115,0.53213,0.7279,1.65751,0.76091,0.97928,7.07281e-05,7.07281e-05,7.07281e-05
185,675.27,0.60133,0.90967,0.5267,0.94977,0.84681,0.91472,0.88867,0.71365,0.77355,0.85551,0.79295,0.5326,0.72264,1.65823,0.7527,0.9766,7.04439e-05,7.04439e-05,7.04439e-05
186,678.913,0.57876,0.86089,0.50558,0.94999,0.8477,0.91122,0.88758,0.72104,0.79491,0.86275,0.82073,0.54142,0.70366,1.65559,0.74305,0.96728,7.01588e-05,7.01588e-05,7.01588e-05
187,682.474,0.60487,0.95245,0.52937,0.95777,0.85777,0.90658,0.89148,0.72531,0.81934,0.8506,0.82839,0.55423,0.69216,1.62793,0.74342,0.96421,6.9873e-05,6.9873e-05,6.9873e-05
188,686.177,0.59658,0.86802,0.53467,0.95383,0.84219,0.91476,0.89118,0.72151,0.79506,0.86919,0.83224,0.55818,0.69635,1.60549,0.74314,0.96904,6.95864e-05,6.95864e-05,6.95864e-05
189,689.676,0.59069,0.92111,0.52627,0.95003,0.85138,0.91794,0.8946,0.73396,0.79826,0.86717,0.82993,0.55598,0.6962,1.60634,0.7465,0.97143,6.92991e-05,6.92991e-05,6.92991e-05
190,693.32,0.62379,0.95241,0.53686,0.96317,0.86946,0.90517,0.89283,0.72884,0.81307,0.85425,0.82383,0.55404,0.69133,1.59709,0.73854,0.96704,6.9011e-05,6.9011e-05,6.9011e-05
191,697.054,0.57278,0.8456,0.51467,0.95486,0.87559,0.91396,0.8916,0.72832,0.81396,0.85882,0.82373,0.54103,0.68732,1.58436,0.72979,0.96379,6.87222e-05,6.87222e-05,6.87222e-05
192,700.743,0.63131,1.00638,0.54129,0.96819,0.87717,0.88832,0.891,0.72583,0.82516,0.83222,0.79901,0.54164,0.69224,1.59673,0.73392,0.96411,6.84326e-05,6.84326e-05,6.84326e-05
193,704.174,0.60134,0.89564,0.5149,0.94124,0.88149,0.88777,0.89078,0.72148,0.82093,0.83685,0.80069,0.53464,0.70081,1.62804,0.74635,0.96415,6.81424e-05,6.81424e-05,6.81424e-05
194,707.862,0.59449,0.8938,0.5374,0.96543,0.8604,0.9092,0.88243,0.71558,0.80943,0.85806,0.8066,0.53455,0.69817,1.65612,0.75796,0.96122,6.78514e-05,6.78514e-05,6.78514e-05
