epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
391,1419.53,0.50729,0.7402,0.44165,0.92076,0.85835,0.92369,0.90566,0.74575,0.80448,0.87139,0.82339,0.57612,0.67188,1.71214,0.70781,0.94492,1.23596e-05,1.23596e-05,1.23596e-05
392,1423.29,0.51043,0.78432,0.4375,0.92635,0.85621,0.92369,0.89766,0.7417,0.80746,0.87879,0.82801,0.57453,0.67469,1.71334,0.70958,0.94504,1.21621e-05,1.21621e-05,1.21621e-05
393,1426.88,0.54201,0.81094,0.44665,0.93426,0.85663,0.92369,0.89677,0.73836,0.79949,0.86814,0.80768,0.57212,0.67578,1.71394,0.70877,0.94567,1.19661e-05,1.19661e-05,1.19661e-05
394,1430.5,0.53468,0.84994,0.4477,0.94818,0.85509,0.92369,0.8957,0.73325,0.7968,0.86814,0.80716,0.57018,0.67366,1.72057,0.70612,0.946,1.17717e-05,1.17717e-05,1.17717e-05
395,1434.02,0.52508,0.78733,0.4474,0.92531,0.85988,0.92369,0.8979,0.73871,0.80811,0.87277,0.81531,0.57062,0.66901,1.71808,0.70648,0.94527,1.15787e-05,1.15787e-05,1.15787e-05
396,1437.65,0.52462,0.75688,0.44499,0.93455,0.86551,0.92369,0.89996,0.74018,0.81285,0.87277,0.81858,0.57434,0.66646,1.70707,0.70753,0.94382,1.13873e-05,1.13873e-05,1.13873e-05
397,1441.34,0.50217,0.77535,0.43852,0.92465,0.87088,0.92178,0.90091,0.74015,0.81777,0.87159,0.82118,0.57327,0.66595,1.70439,0.7078,0.94324,1.11975e-05,1.11975e-05,1.11975e-05
398,1444.97,0.52582,0.75956,0.44387,0.93588,0.87147,0.92248,0.90097,0.74358,0.81839,0.87221,0.82213,0.57338,0.6662,1.7049,0.70669,0.94294,1.10092e-05,1.10092e-05,1.10092e-05
399,1448.59,0.50931,0.72175,0.44001,0.92708,0.86522,0.92369,0.90412,0.74505,0.80692,0.86814,0.82438,0.57392,0.66624,1.70354,0.70301,0.94237,1.08224e-05,1.08224e-05,1.08224e-05
400,1452.13,0.54687,0.76285,0.44451,0.94297,0.8629,0.92369,0.90356,0.74635,0.81097,0.87692,0.82479,0.57363,0.6646,1.70163,0.70127,0.94147,1.06373e-05,1.06373e-05,1.06373e-05
401,1455.63,0.5095,0.77982,0.44622,0.92455,0.86914,0.92832,0.90361,0.74261,0.81015,0.87277,0.82556,0.57174,0.664,1.7132,0.69979,0.94056,1.04537e-05,1.04537e-05,1.04537e-05
402,1459.41,0.51596,0.82211,0.44848,0.92046,0.87123,0.92832,0.90374,0.74172,0.81226,0.87277,0.8225,0.57,0.66396,1.72578,0.69689,0.94047,1.02716e-05,1.02716e-05,1.02716e-05
403,1462.85,0.55176,0.83839,0.46264,0.92951,0.87077,0.92231,0.90584,0.74581,0.81781,0.87373,0.83022,0.57231,0.66334,1.73873,0.69647,0.94155,1.00912e-05,1.00912e-05,1.00912e-05
404,1466.64,0.50674,0.81598,0.4423,0.93148,0.8697,0.91954,0.90553,0.74356,0.81645,0.87141,0.83023,0.57327,0.66257,1.74174,0.69728,0.94226,9.91237e-06,9.91237e-06,9.91237e-06
405,1470.12,0.54152,0.8615,0.46418,0.93413,0.86727,0.91906,0.90273,0.74136,0.81354,0.87277,0.83338,0.57276,0.66123,1.7494,0.69967,0.94306,9.73514e-06,9.73514e-06,9.73514e-06
406,1473.74,0.50776,0.76583,0.45596,0.93772,0.85761,0.92878,0.89929,0.73786,0.81137,0.88303,0.83203,0.57238,0.6613,1.75343,0.70005,0.94386,9.55951e-06,9.55951e-06,9.55951e-06
407,1477.41,0.50275,0.7956,0.44752,0.92157,0.85427,0.93295,0.89657,0.73687,0.80725,0.88665,0.82876,0.57362,0.66132,1.75218,0.7034,0.94466,9.3855e-06,9.3855e-06,9.3855e-06
408,1480.92,0.51074,0.77974,0.4443,0.9287,0.85318,0.93295,0.89994,0.73825,0.80611,0.88665,0.82869,0.57372,0.66169,1.75267,0.70594,0.94549,9.21312e-06,9.21312e-06,9.21312e-06
409,1484.54,0.53573,0.78744,0.45468,0.92793,0.85386,0.92714,0.90103,0.74255,0.80848,0.88488,0.82431,0.57295,0.66079,1.74978,0.70694,0.94482,9.04236e-06,9.04236e-06,9.04236e-06
410,1488.57,0.50698,0.71802,0.45036,0.92149,0.85726,0.92376,0.90321,0.74624,0.81079,0.87981,0.82884,0.57426,0.66062,1.74263,0.70714,0.94512,8.87324e-06,8.87324e-06,8.87324e-06
411,1492.1,0.53635,0.77218,0.44294,0.93657,0.86163,0.92832,0.90381,0.74532,0.81281,0.88202,0.82929,0.57694,0.6622,1.73428,0.7091,0.9457,8.70577e-06,8.70577e-06,8.70577e-06
412,1495.88,0.50076,0.69492,0.42957,0.92118,0.86683,0.93268,0.90497,0.74448,0.81894,0.88665,0.83246,0.5792,0.66567,1.72469,0.71009,0.94679,8.53994e-06,8.53994e-06,8.53994e-06
413,1499.44,0.52248,0.81965,0.44715,0.9334,0.86511,0.93295,0.90583,0.74276,0.81301,0.88202,0.82845,0.57606,0.66478,1.71873,0.70957,0.94649,8.37577e-06,8.37577e-06,8.37577e-06
414,1502.86,0.52285,0.83811,0.45529,0.9292,0.86198,0.93295,0.9063,0.74413,0.81542,0.88665,0.8338,0.57858,0.66619,1.71119,0.70669,0.9473,8.21327e-06,8.21327e-06,8.21327e-06
415,1506.48,0.51049,0.73565,0.43455,0.91685,0.85714,0.93295,0.90555,0.74384,0.81057,0.88665,0.83321,0.57841,0.66823,1.7091,0.70285,0.94757,8.05243e-06,8.05243e-06,8.05243e-06
416,1510.14,0.48385,0.73134,0.44011,0.9264,0.85941,0.92314,0.90565,0.74186,0.80828,0.87695,0.82698,0.57718,0.67171,1.7077,0.70176,0.94873,7.89327e-06,7.89327e-06,7.89327e-06
417,1513.59,0.52887,0.81436,0.44557,0.93547,0.85894,0.92546,0.90589,0.74215,0.80743,0.87631,0.82607,0.57741,0.67231,1.71381,0.69993,0.94783,7.73579e-06,7.73579e-06,7.73579e-06
418,1517.33,0.52144,0.80628,0.45009,0.92916,0.85894,0.93295,0.90702,0.74322,0.80802,0.88202,0.82922,0.58044,0.6708,1.71814,0.70002,0.94691,7.58e-06,7.58e-06,7.58e-06
419,1520.87,0.5246,0.82089,0.43683,0.93086,0.85393,0.93028,0.90646,0.74402,0.80289,0.88069,0.83088,0.58055,0.66751,1.72567,0.70056,0.94574,7.4259e-06,7.4259e-06,7.4259e-06
420,1524.49,0.51139,0.83579,0.44029,0.92207,0.8535,0.92744,0.90365,0.74053,0.80661,0.88162,0.83242,0.5793,0.66579,1.72914,0.69908,0.94457,7.27351e-06,7.27351e-06,7.27351e-06
421,1528.05,0.56989,0.87891,0.47355,0.93637,0.85406,0.92782,0.90261,0.74126,0.80718,0.882,0.83134,0.57679,0.66416,1.72882,0.6989,0.94349,7.12282e-06,7.12282e-06,7.12282e-06
422,1531.73,0.54317,0.83319,0.43748,0.93722,0.85476,0.92832,0.902,0.74076,0.80695,0.88202,0.83037,0.57709,0.6626,1.72973,0.69734,0.94312,6.97384e-06,6.97384e-06,6.97384e-06
423,1535.26,0.5244,0.82515,0.44257,0.92835,0.84788,0.92866,0.90159,0.74157,0.80205,0.88306,0.83025,0.57507,0.66256,1.73193,0.69634,0.94287,6.82658e-06,6.82658e-06,6.82658e-06
424,1538.91,0.52407,0.74078,0.43989,0.9298,0.84857,0.92979,0.90128,0.73903,0.79853,0.87981,0.82232,0.57555,0.66302,1.72944,0.69655,0.94345,6.68105e-06,6.68105e-06,6.68105e-06
425,1542.4,0.50079,0.81976,0.44062,0.92557,0.84816,0.92563,0.90355,0.74188,0.79491,0.87866,0.82532,0.57347,0.66534,1.73259,0.69514,0.94443,6.53725e-06,6.53725e-06,6.53725e-06
426,1546.03,0.51726,0.82734,0.42673,0.92922,0.8485,0.93088,0.90012,0.73881,0.79807,0.88048,0.824,0.5737,0.66666,1.73554,0.69719,0.94404,6.39518e-06,6.39518e-06,6.39518e-06
427,1549.55,0.53658,0.82745,0.45333,0.9281,0.84686,0.93018,0.90251,0.74096,0.79184,0.87581,0.81896,0.57356,0.6706,1.7359,0.69609,0.94597,6.25485e-06,6.25485e-06,6.25485e-06
428,1553.17,0.50305,0.77497,0.44133,0.93955,0.84523,0.92443,0.90286,0.73953,0.7862,0.86552,0.81171,0.56943,0.67346,1.73846,0.69569,0.94582,6.11627e-06,6.11627e-06,6.11627e-06
429,1556.83,0.52743,0.73938,0.45259,0.93016,0.84496,0.9272,0.90269,0.73877,0.78562,0.86781,0.80947,0.56856,0.67588,1.73268,0.69817,0.94636,5.97944e-06,5.97944e-06,5.97944e-06
430,1560.43,0.52462,0.79189,0.45,0.93358,0.84616,0.9272,0.90272,0.73993,0.78217,0.86239,0.80505,0.56848,0.6769,1.7325,0.69714,0.94648,5.84437e-06,5.84437e-06,5.84437e-06
431,1563.99,0.52768,0.89329,0.45726,0.93303,0.84925,0.9272,0.90202,0.74063,0.78911,0.86702,0.81809,0.5713,0.6772,1.73053,0.69626,0.94646,5.71106e-06,5.71106e-06,5.71106e-06
432,1567.46,0.5287,0.78809,0.44618,0.9398,0.8587,0.93295,0.90424,0.74004,0.79404,0.87277,0.81989,0.57031,0.67737,1.72844,0.69594,0.94667,5.57952e-06,5.57952e-06,5.57952e-06
433,1571.01,0.51891,0.77262,0.43166,0.93249,0.85656,0.9272,0.90859,0.74298,0.7966,0.86702,0.82069,0.57337,0.67669,1.72659,0.69615,0.9465,5.44975e-06,5.44975e-06,5.44975e-06
434,1574.6,0.56418,0.82212,0.45583,0.93598,0.85647,0.9272,0.90386,0.74174,0.7957,0.86702,0.82012,0.57297,0.67639,1.72893,0.69587,0.94639,5.32177e-06,5.32177e-06,5.32177e-06
435,1578.19,0.53342,0.81198,0.44553,0.93144,0.8585,0.9272,0.90403,0.7401,0.79905,0.87277,0.82133,0.57351,0.67455,1.73231,0.69934,0.9459,5.19556e-06,5.19556e-06,5.19556e-06
436,1581.84,0.51225,0.81793,0.44394,0.9259,0.86079,0.9272,0.90323,0.74121,0.79858,0.86702,0.81786,0.57432,0.67272,1.72826,0.70019,0.94591,5.07115e-06,5.07115e-06,5.07115e-06
437,1585.53,0.53433,0.84382,0.45424,0.92739,0.86264,0.9215,0.90272,0.74128,0.80158,0.86223,0.82118,0.57543,0.67134,1.72758,0.70002,0.94543,4.94852e-06,4.94852e-06,4.94852e-06
438,1589.2,0.51431,0.77074,0.43142,0.91999,0.86474,0.9212,0.90292,0.74239,0.80057,0.86702,0.8196,0.57535,0.67139,1.72911,0.70228,0.94631,4.8277e-06,4.8277e-06,4.8277e-06
439,1592.83,0.48939,0.78344,0.42872,0.92294,0.85613,0.9272,0.90481,0.74545,0.80057,0.87165,0.82886,0.57759,0.67101,1.72828,0.70171,0.94621,4.70868e-06,4.70868e-06,4.70868e-06
440,1596.5,0.50877,0.79167,0.44116,0.93218,0.86393,0.93236,0.90427,0.74306,0.80689,0.87739,0.82643,0.57803,0.67084,1.72527,0.70168,0.94591,4.59146e-06,4.59146e-06,4.59146e-06
441,1600.02,0.53702,0.87125,0.44935,0.93513,0.87086,0.9272,0.90647,0.7448,0.81438,0.87165,0.82969,0.57746,0.67086,1.72251,0.70335,0.94599,4.47606e-06,4.47606e-06,4.47606e-06
442,1603.6,0.51127,0.77963,0.42931,0.92191,0.86713,0.92982,0.90742,0.74239,0.8108,0.87594,0.82484,0.57616,0.67057,1.72137,0.70295,0.94578,4.36248e-06,4.36248e-06,4.36248e-06
443,1607.2,0.50714,0.75762,0.44294,0.93143,0.86372,0.93295,0.90274,0.74011,0.80751,0.87739,0.82694,0.57524,0.67006,1.71655,0.70259,0.94592,4.25072e-06,4.25072e-06,4.25072e-06
444,1610.74,0.53513,0.77154,0.44332,0.93988,0.86412,0.93104,0.90081,0.73935,0.80864,0.87632,0.8254,0.57559,0.67025,1.7117,0.70288,0.9463,4.14078e-06,4.14078e-06,4.14078e-06
445,1614.36,0.51669,0.79114,0.44142,0.91956,0.8635,0.9271,0.9,0.73912,0.80537,0.87165,0.82414,0.57465,0.6692,1.70784,0.70394,0.9463,4.03267e-06,4.03267e-06,4.03267e-06
446,1618.03,0.52861,0.82689,0.44253,0.93582,0.8637,0.93196,0.89718,0.738,0.80775,0.87739,0.82566,0.57487,0.66782,1.70488,0.70314,0.94591,3.9264e-06,3.9264e-06,3.9264e-06
447,1621.47,0.5027,0.75987,0.42874,0.92976,0.86352,0.92962,0.89954,0.73862,0.81272,0.87939,0.82567,0.57457,0.66623,1.70138,0.7038,0.94575,3.82197e-06,3.82197e-06,3.82197e-06
448,1625.12,0.55064,0.79721,0.44594,0.93723,0.8642,0.93262,0.89917,0.74038,0.81331,0.88195,0.82241,0.57428,0.66482,1.70267,0.70523,0.94568,3.71938e-06,3.71938e-06,3.71938e-06
449,1628.65,0.48656,0.7757,0.42791,0.91527,0.86002,0.93276,0.89922,0.73864,0.80965,0.88195,0.82863,0.57342,0.66369,1.70036,0.70599,0.94569,3.61863e-06,3.61863e-06,3.61863e-06
450,1632.23,0.55172,0.81967,0.47607,0.94115,0.85692,0.92832,0.89768,0.73794,0.80591,0.87739,0.82511,0.57429,0.66323,1.69979,0.70529,0.94546,3.51974e-06,3.51974e-06,3.51974e-06
451,1635.93,0.51886,0.74673,0.44683,0.91799,0.85742,0.93295,0.89748,0.74086,0.80662,0.88202,0.82849,0.57503,0.66363,1.70315,0.70384,0.94506,3.4227e-06,3.4227e-06,3.4227e-06
452,1639.41,0.50932,0.81414,0.43845,0.93642,0.85755,0.92832,0.89444,0.73703,0.8109,0.88202,0.82889,0.5724,0.66453,1.7045,0.70281,0.94501,3.32752e-06,3.32752e-06,3.32752e-06
453,1643,0.50167,0.80236,0.43522,0.93114,0.85696,0.92832,0.89424,0.73434,0.80905,0.88202,0.82895,0.5727,0.66617,1.70373,0.70362,0.94533,3.23421e-06,3.23421e-06,3.23421e-06
454,1646.62,0.5144,0.69036,0.44814,0.92157,0.85703,0.92832,0.89339,0.73586,0.80419,0.87739,0.81944,0.5724,0.66778,1.70404,0.70369,0.94614,3.14275e-06,3.14275e-06,3.14275e-06
455,1650.12,0.48434,0.75903,0.43361,0.92618,0.85993,0.93295,0.89436,0.73702,0.80893,0.88202,0.82404,0.57365,0.66946,1.70281,0.70423,0.94664,3.05317e-06,3.05317e-06,3.05317e-06
456,1653.82,0.52471,0.8054,0.4558,0.93524,0.85708,0.92832,0.89345,0.73754,0.80435,0.87739,0.82219,0.57347,0.66888,1.7032,0.70247,0.94658,2.96546e-06,2.96546e-06,2.96546e-06
457,1657.78,0.5135,0.78256,0.4337,0.92005,0.85715,0.92832,0.89296,0.73698,0.80446,0.87739,0.822,0.57462,0.66916,1.70116,0.7047,0.94709,2.87963e-06,2.87963e-06,2.87963e-06
458,1661.42,0.49006,0.76768,0.4305,0.9201,0.8574,0.92832,0.8915,0.73738,0.80425,0.87739,0.82052,0.57545,0.66763,1.7028,0.70457,0.94659,2.79568e-06,2.79568e-06,2.79568e-06
459,1664.97,0.55975,0.91958,0.47216,0.94765,0.85577,0.92832,0.89204,0.73641,0.80481,0.87739,0.82132,0.57538,0.66664,1.7061,0.70708,0.9466,2.71361e-06,2.71361e-06,2.71361e-06
460,1668.65,0.55254,0.88227,0.45559,0.92532,0.85522,0.92369,0.89433,0.73861,0.8085,0.87739,0.82221,0.57481,0.66754,1.70649,0.70785,0.94675,2.63343e-06,2.63343e-06,2.63343e-06
461,1672.13,0.52972,0.78011,0.45058,0.93108,0.85528,0.92832,0.89522,0.7381,0.80422,0.87739,0.82156,0.57464,0.66623,1.70908,0.70929,0.94631,2.55513e-06,2.55513e-06,2.55513e-06
462,1675.65,0.50581,0.75904,0.42904,0.91641,0.85531,0.92832,0.89554,0.73814,0.80421,0.87739,0.8191,0.57502,0.6665,1.71054,0.70853,0.94646,2.47873e-06,2.47873e-06,2.47873e-06
463,1679.31,0.52397,0.82137,0.43921,0.9386,0.85585,0.92832,0.89568,0.73796,0.80511,0.87739,0.82385,0.57665,0.66722,1.71047,0.70735,0.947,2.40423e-06,2.40423e-06,2.40423e-06
464,1682.98,0.50981,0.81782,0.43468,0.93243,0.86008,0.92832,0.89573,0.73735,0.80866,0.87739,0.82395,0.57304,0.66723,1.71151,0.70769,0.94694,2.33162e-06,2.33162e-06,2.33162e-06
465,1686.5,0.53446,0.78569,0.44613,0.92833,0.858,0.92832,0.89931,0.73784,0.80323,0.87277,0.81623,0.57356,0.66727,1.71415,0.70761,0.94676,2.26092e-06,2.26092e-06,2.26092e-06
466,1690.04,0.5329,0.85067,0.45468,0.94274,0.8604,0.92832,0.89865,0.73826,0.80846,0.87739,0.82555,0.57544,0.66698,1.71502,0.70818,0.94684,2.19212e-06,2.19212e-06,2.19212e-06
467,1693.56,0.4666,0.74317,0.42239,0.9115,0.85005,0.92832,0.89414,0.73651,0.80515,0.87739,0.8242,0.57367,0.66841,1.71209,0.70822,0.94704,2.12523e-06,2.12523e-06,2.12523e-06
468,1697.08,0.52846,0.81353,0.44194,0.94766,0.85702,0.92832,0.89803,0.73847,0.80042,0.87277,0.81282,0.57405,0.66783,1.71222,0.70854,0.94685,2.06025e-06,2.06025e-06,2.06025e-06
469,1700.68,0.51513,0.78821,0.43298,0.91229,0.85744,0.92832,0.8951,0.73698,0.80601,0.87739,0.81554,0.57364,0.66827,1.70941,0.7079,0.94639,1.99717e-06,1.99717e-06,1.99717e-06
470,1704.35,0.50924,0.728,0.42848,0.93926,0.85691,0.9271,0.89491,0.73872,0.80121,0.87154,0.81362,0.57336,0.66795,1.71091,0.70823,0.94616,1.93602e-06,1.93602e-06,1.93602e-06
471,1707.81,0.53568,0.83283,0.44677,0.92702,0.85522,0.92832,0.8978,0.74012,0.79963,0.87277,0.81316,0.57215,0.66633,1.71237,0.70784,0.94548,1.87678e-06,1.87678e-06,1.87678e-06
472,1711.54,0.49901,0.75486,0.43224,0.93142,0.8541,0.92832,0.89788,0.74004,0.79813,0.87277,0.81534,0.57503,0.6659,1.71565,0.70869,0.94527,1.81946e-06,1.81946e-06,1.81946e-06
473,1715.21,0.51414,0.79256,0.44125,0.92254,0.85328,0.92832,0.89763,0.73943,0.79748,0.87277,0.81314,0.57556,0.66583,1.71384,0.7088,0.94533,1.76407e-06,1.76407e-06,1.76407e-06
474,1718.91,0.51988,0.8235,0.44387,0.93149,0.85766,0.92832,0.89972,0.74109,0.80627,0.87739,0.81648,0.57581,0.66575,1.71341,0.70873,0.94521,1.71059e-06,1.71059e-06,1.71059e-06
475,1722.4,0.51199,0.77218,0.43526,0.92426,0.85797,0.92832,0.90062,0.74269,0.80645,0.87739,0.81836,0.57474,0.6652,1.71511,0.70757,0.94473,1.65905e-06,1.65905e-06,1.65905e-06
476,1725.98,0.53039,0.83191,0.42648,0.92624,0.85707,0.92832,0.89867,0.73972,0.80577,0.87739,0.81958,0.57349,0.66508,1.71676,0.70692,0.94428,1.60943e-06,1.60943e-06,1.60943e-06
477,1729.57,0.51666,0.74277,0.43725,0.93196,0.85777,0.92832,0.89837,0.74059,0.80627,0.87739,0.81665,0.57336,0.66537,1.71573,0.70807,0.94441,1.56174e-06,1.56174e-06,1.56174e-06
478,1733.08,0.49092,0.77614,0.42559,0.92986,0.85501,0.92832,0.89802,0.74012,0.80396,0.87739,0.81701,0.5747,0.66658,1.71634,0.70691,0.94471,1.51598e-06,1.51598e-06,1.51598e-06
479,1736.77,0.51177,0.75202,0.43541,0.93036,0.85493,0.92832,0.89765,0.73956,0.80369,0.87739,0.81628,0.57367,0.66512,1.71605,0.70713,0.94422,1.47216e-06,1.47216e-06,1.47216e-06
480,1740.26,0.52862,0.81802,0.45462,0.92411,0.85521,0.92832,0.89754,0.73764,0.80413,0.87739,0.81579,0.57541,0.66567,1.71913,0.7077,0.94413,1.43027e-06,1.43027e-06,1.43027e-06
481,1743.77,0.50201,0.75855,0.42398,0.92972,0.85451,0.92832,0.89713,0.73954,0.80371,0.87739,0.81526,0.57478,0.66525,1.72159,0.70582,0.94409,1.39032e-06,1.39032e-06,1.39032e-06
482,1747.41,0.49877,0.71252,0.42448,0.93162,0.85824,0.92832,0.89839,0.7382,0.80669,0.87739,0.81549,0.57307,0.6662,1.72303,0.70698,0.94459,1.35231e-06,1.35231e-06,1.35231e-06
483,1751.02,0.53017,0.78809,0.44773,0.93464,0.85884,0.92832,0.89791,0.73886,0.80743,0.87739,0.81523,0.57366,0.66568,1.72069,0.70725,0.94439,1.31624e-06,1.31624e-06,1.31624e-06
484,1754.58,0.51101,0.71567,0.43325,0.93334,0.85459,0.92832,0.89673,0.73868,0.80375,0.87739,0.81582,0.57343,0.66541,1.72359,0.70824,0.94433,1.28211e-06,1.28211e-06,1.28211e-06
485,1758.15,0.52898,0.87792,0.44958,0.93577,0.85845,0.92832,0.89828,0.74025,0.80699,0.87739,0.81678,0.57306,0.66518,1.7178,0.70849,0.94459,1.24992e-06,1.24992e-06,1.24992e-06
486,1761.59,0.53065,0.83109,0.43965,0.93317,0.85879,0.92832,0.89864,0.73921,0.81676,0.88665,0.83025,0.57745,0.66496,1.71668,0.70962,0.94451,1.21968e-06,1.21968e-06,1.21968e-06
487,1765.21,0.48136,0.74159,0.42547,0.91986,0.85839,0.92832,0.89794,0.73918,0.81627,0.88665,0.8294,0.57628,0.66557,1.72328,0.70838,0.94479,1.19139e-06,1.19139e-06,1.19139e-06
488,1768.91,0.47969,0.71976,0.42038,0.91317,0.86258,0.93295,0.90034,0.74064,0.8205,0.89128,0.83464,0.5758,0.66689,1.7229,0.70877,0.94532,1.16504e-06,1.16504e-06,1.16504e-06
